LON,LAT,TEMPC,TEMP.MAXC,TEMP.MINC,PREC,WDSP
5.067,51,13.9,17.5,11.3,2.79,6.8
21.983,6.533,22.7,29.8,18.6,27.94,0
22.833,4.733,23.2,29.5,20,0,1.2
21.2,5.05,24.4,30.6,15.4,8.89,0.5
16.067,8.567,26.9,30.5,22.3,0,1.4
20.85,13.85,29.2,32,21.6,3.05,4
9.8,1.9,25.6,28.2,23,0,5.5
3.65,50.933,14,17,12,NA,7.9
6.067,50.517,10.3,14.5,8.3,0,10.1
6.183,50.467,11.4,14.9,9,0.51,6.8
4.75,10.883,29.7,31,29,0,5.5
7.567,6.467,25,27,24,0,4.3
8.533,12.05,25,29,21,0,4
4.583,8.483,26.1,28.3,23,0,4.5
6.533,9.617,27.5,30.8,23,0,5
3.333,6.583,25.7,30.2,23.7,0,6.4
4.483,7.783,25.3,27.9,22.5,0,3.2
2.933,11.133,26.8,31.7,23.6,0.51,0.3
2.617,9.35,24.6,28.5,22,14.99,2
0.25,10.867,25,29.8,20,50.04,1
0.467,10.367,27.1,32,22.5,41.91,0.7
1.167,9.55,24.5,30,21.2,39.88,3.5
1.117,7.583,23.9,27.5,20.9,0,3
1.5,6.583,25.4,29,23,2.03,2.8
1.25,6.167,25.4,29.3,24,0,8.6
-2.483,9.033,24.3,26.5,21,71.88,2
-0.017,9.45,25.4,29.3,22.3,19.05,2.6
-1.6,6.717,23,25,21.9,28.96,3.4
0.8,6.117,24.6,27.7,22.2,13.97,3.2
0.633,5.783,24.6,26,23.4,0,5.1
-0.033,14.033,29.2,36.3,25.7,7.87,2
-2.417,13.567,29.2,34.5,25.4,NA,4
-1.517,12.35,27.8,33,23.4,0,4.5
-1.15,11.15,25.7,30,20.2,12.95,0.7
-6.467,6.867,24.1,30.5,20.5,4.06,NA
-4.7,6.65,28.3,32.8,25.2,0,NA
-5.35,6.9,25.3,31.4,22.5,0,3.8
-3.933,5.25,24.7,28.3,22.6,9.91,5.8
-3.3,5.3,24.6,32.5,23.5,0.25,NA
-6.083,4.95,25.3,29,23,0,NA
6.217,49.617,13.4,17.3,9,0,6.5
6.95,47,15.1,20.8,9.2,0,3
6.783,47.083,10.5,17,3,0,2
7.067,47.133,7.7,13.3,4.2,0,6
7.067,47.05,14.3,21.4,6,0,2.1
7.017,46.55,7.8,12.7,2.3,0,7
6.95,46.817,14.5,23,6.4,0,1.6
8.117,46.75,14.8,21,8,0,3.2
6.95,47.433,14.1,19.4,9.1,0,3.1
7.483,46.917,13.9,23,6,0,2.6
7.417,47.183,14.1,22.2,6.2,0,1.5
8.083,47.383,14.6,22,8,0,1
7.883,47.433,14.8,20.1,10.1,0,2.5
8.016,46.95,12.3,19.7,4.9,0,3.6
8.417,46.817,11.5,19,5.7,0,3.1
8.2,46.85,14.3,21.8,7,0,2
8.25,46.983,7.1,11.7,1.1,0,8.6
8.533,47.483,14.6,21.4,7,0,2.2
8.683,47.217,15.3,21.2,9.9,0,3.1
9.35,47.25,4.1,7.9,-1.7,0,12.9
9.067,47.033,14.7,21.9,9.1,0,3.5
8.95,47.367,11.9,16.9,7.7,0,3.3
9.1,47.267,11.8,19.7,4.6,0,1.7
6.133,46.25,14.7,22,7,0,2.3
43.267,-11.533,24.2,29,20,0,8.2
45.283,-12.8,26.5,29,22.5,0,12.6
6.1,46.433,9.1,14.2,3.5,0,6.9
46.35,-15.667,25.9,39,20.6,0,6.3
49.817,-17.083,24.1,25.9,21.4,0,6
49.4,-18.117,22.2,27.6,16,0,3.7
6.667,46.517,15.9,21,10.6,0,3.2
6.917,46.333,14.5,21.3,8.2,0,3.3
7.167,45.867,7.8,13.4,-0.7,0,6.1
7.333,46.217,16.2,24.8,9.2,0,4.7
7.983,46.55,0.8,4.6,-6.2,0,6.9
7.567,46.5,10.1,16.6,4.2,0,1.9
8.683,46.517,14.4,21.6,8.3,0,5.7
8.8,46.2,13.2,17,7.4,0,4.4
8.783,46.167,20.1,26.7,14.3,0,2.1
29.617,-16.833,17.1,25,11.5,0,7.8
10.267,46.65,5.4,15.8,-3.4,0,2.7
9.183,46.467,9.5,16.5,5.2,0,5.6
29.85,-19.45,15.3,21,10.7,0,8.7
9.433,46.617,9.9,20.8,2.3,0,0.8
10.067,46.35,11.7,20.9,4.2,0,2.7
30.867,-20.067,17.2,21,13.6,0,13.1
31.583,-21.017,21.8,25,16.5,0,6
32.616,-20.2,15.8,20.2,10.5,0,12
25.15,-17.817,24.6,29.8,15,0,NA
25.633,-18.533,24,28.6,17.5,0,8
25.6,-21.417,20.5,27,13.7,0,10.3
27.5,-21.217,19.2,25.1,14,0,12.9
14.433,-22.883,13.4,17,9,0,8.7
27.7,-23.683,19.3,33,13,0,5.7
29.567,-23.15,14.8,24.7,13,0,5
30.383,-23.067,16.5,22.8,15,0.51,4.8
30.467,-25.1,13.7,20.2,10.9,0,3.7
30.317,-23.817,13.7,15,13,0,0.9
31.15,-23.933,16.3,23.8,14,0,6.6
25.917,-24.55,19.1,26,14,0,8.8
25.55,-25.817,16.9,28.8,11,0,11.5
27.233,-25.65,17.4,30,12.5,0,3.5
28.183,-25.733,14,30.2,10,0,4.4
28.217,-25.917,13.7,27.7,10,0,5.5
27.917,-25.933,14.4,20,11,0,6.5
29.983,-26.5,10.2,17.4,7.9,0,10
28.133,-25.983,12.6,18,9,0,7.8
28,-26.15,12.3,18,9,0,1.7
27.817,-22.05,19.5,23,15,0,NA
29.45,-23.85,12.5,16,8,0,6
28.333,-24.9,16.6,31.3,9.2,0,6.3
29,-24.2,16.7,30.3,11.4,0,3.2
31.1,-25.433,13.9,15,13,NA,3.4
31.05,-24.35,14.9,21.2,14,0,5.7
31.6,-24.983,18.7,24.6,16.4,0,4
31.983,-25.983,12.8,20,12,0,5.9
15.233,-26.683,15.8,27,9,0,5.3
20.617,-26.467,17.5,32.6,3.4,0,2.2
22.45,-26.05,18.1,30.2,5.6,0,5.7
23,-27.667,16.1,28,5.1,0.25,5.2
24.767,-27.55,17.2,29.8,6.1,0,3.5
26.167,-26.133,16.6,28.5,9.6,0,6.8
26.667,-28,16.2,26.7,9.5,0,8.9
31.95,-26.45,12.4,18.6,12,1.52,6.3
31.917,-26.85,16,22.6,15,0,2.2
17.6,-28.7,24.1,32.3,16.8,0,6.5
19.383,-29.133,16.6,26.9,8.6,0,6
27.55,-29.45,17,19,13,0,7.2
31.6,-27.417,17.1,20.6,15.6,0,1.2
30.6,-29.083,11.6,15.6,9.5,1.52,4.3
31.4,-29.15,16.2,19.8,14.2,7.11,3.3
17.283,-30.2,18.1,32.8,7.4,0,7.8
21.817,-30.35,14.8,27.8,4.8,0,2.2
24,-30.65,13.4,23.7,2.8,0,8
26.883,-30.8,10.6,21.6,2.1,0,3
30.067,-30.15,11.2,13.3,9.4,0.51,0.7
31.05,-29.7,16.3,18.5,14.6,0.51,2
18.333,-32.033,15.8,25.7,6.9,0,9
21.517,-31.917,9.6,21.1,2.5,0,5.3
28.667,-31.533,12.8,16.9,9.8,0,9.3
29.55,-31.633,15,20.6,12.6,0,3.2
18.983,-30.017,9.4,20.8,2.5,0,1.7
20.667,-32.383,7.3,16.6,0.3,0,4.2
20.867,-33.2,10,15.6,4.8,0,5.5
22.55,-32.35,9,15.4,3.8,0,5.7
27.283,-32.9,12.7,17.4,8.6,0,8.6
27.467,-32.517,10.3,16.4,6.5,0,3.5
22.383,-34.017,10.3,15.5,4.3,0,6.7
24.817,-33.767,10.9,18.7,3.3,0,3
20.017,-34.833,13.9,17,9.6,0,9.7
19.017,-34.133,10.3,18.5,5.5,0,2.2
21.25,-34.083,10.2,17.8,3.3,0,3.5
37.867,-46.883,4.3,6.9,1.7,6.6,27.2
-116.167,34.3,30.7,39.4,25,0,5
-99.855,32.421,32.3,41.4,23,0,5.3
69.967,33.367,24.1,28.6,18.4,16,4.4
64.95,31.633,30.1,37,23,0,4.2
64.76,35.93,22,27.9,14.4,0,1.9
70.5,34.4,26.7,31,21,16.76,3.4
70.2,34.667,26.4,30,20,4.83,2.2
47.767,30.567,34.9,45,25,0,10.9
68.796,35.877,24.9,29,21,0,4.2
44.233,33.25,35.2,42,28,0,6.9
128.083,37.967,25.3,32,22,0,2.4
127.517,37.867,25.6,32,21,0,2
127.55,37.867,26.1,31,22,0,2.6
127.417,38.25,25.1,31,21,0,1.6
126.45,36.983,25,29,23,0,4.3
48.183,28.9,38.7,46,31,0,6.9
71.133,34.85,27.7,33,23,4.32,1.8
70.183,34.25,22.8,31.2,17.5,1.52,3.6
45.767,32.482,35.5,44.8,26.5,0,10.6
68.4,33.5,23.2,29,17,0,4.9
66.983,36.65,25.7,30,22,0,8.7
68.833,33.133,22.1,28,17,0,11.6
65.833,31.867,29.6,38.5,22.2,0,4.8
43.25,33.433,34.2,42.6,24.1,0,8
66.8,32.65,23.5,29,18,0,4.9
-116.367,35.266,35.4,42,30,0,7.4
44.6,33.75,33.4,42.8,23.8,0,4.9
69.217,33.6,19.9,27.2,13.8,9.91,4.8
63.12,34.98,22.7,28,17,0,5.9
68.867,34.383,18.4,24,14,NA,6.5
43.15,11.55,34.6,39.5,31.5,0,6.4
71.517,35.25,28.2,32,25,0,7.7
66.4,31.017,29.9,36.3,22.2,0,8.1
51.317,25.117,36.1,45,28,0,9.8
69.2,32.533,14.5,15,14,0,1.9
63.3,35.6,25.1,31,18,0,6.2
65.567,32.95,30.6,35,27,0,4.1
43.15,36.3,33.4,42,23,0,2.2
54.55,24.25,35.1,40,31.6,0,5.9
65.433,31.583,29.9,39.9,23.3,0,4.2
46.083,30.95,35.9,45,26,0,11.3
47.083,31.817,37.1,45,29,0,11.3
9.517,47.133,15.2,21.6,9.7,0,3.4
-148.839,60.785,9.6,16.7,5,51.56,3.9
-159.986,66.6,12.4,18,8,0,7.7
-159.995,70.639,9.7,17.8,7,2.29,7.9
1.833,50.133,14.3,17.8,11.5,0.51,11.3
-174.2,52.217,9,11,7,0,15.7
-163.417,54.85,11.1,16,8,NA,8.1
-143.577,70.134,5.8,7,4,0,15.5
2.333,51.05,15.8,19.5,12.7,12.7,11.1
-166.8,68.35,7.9,9,7,0,9.3
-167.917,65.63,6.9,8.9,4.4,0,7.9
-166.05,66.25,7.6,9,5,0,5.6
-162.764,66.069,9.7,13.3,6.7,3.05,6.1
-168.1,65.617,7.5,9,6,0,11.2
-165.583,61.533,6.2,12,1,2.79,6.8
3.15,50.217,14.3,19,10.9,0,10.3
-157.85,67.1,12.4,21,7,0,2.3
-151.509,66.916,13.1,21.1,7.2,0,2.2
-152.107,65.174,12.8,21.7,5.6,0,2.6
-150.644,64.998,13,21,3,0,2.6
-1.267,49.7,15.9,19.3,12,0,14
-141.148,64.777,10.9,20,2.8,0,2.5
-1.933,49.717,16.2,18,15.2,0.51,14.4
-164.491,62.785,7.3,12,3,0,5.7
-166.271,60.371,7.8,11,1,0,6.2
-161.826,60.786,12.1,19.4,5.6,0,7.3
-161.164,64.936,11.3,19,6,0,4.3
-155.603,62.953,14.4,22.2,6.7,2.79,1.5
-153.623,62.543,15.4,19,10,0,2.5
-155.983,62.9,13.4,20.5,9.4,0,3.5
-159.55,61.583,12.9,19,5,0,2.7
-155.583,61.1,11.4,18.9,8.3,0,1.5
-1.483,49.65,14.1,18.1,11.6,0.25,9.2
-153.732,62.073,8.7,16,0,4.06,1.5
-150.092,62.322,10.1,19.4,3.3,0,0.9
-151.191,61.965,10.9,18,3,0,2
-151.034,60.476,10.3,17,1,0,2.9
-154.367,63.017,12.4,19.4,7.2,0,0.7
-148.969,63.866,12.5,19,6,0,2
-145.718,63.995,12.4,18.3,4.4,0,6
-0.45,49.183,14.1,18,10,0,8
-145.458,62.16,10.9,20.6,2.2,0,2.9
-147.169,61.937,7.9,15,3,0,3.8
-149.794,61.253,10.9,16.7,5.9,0,1.2
-149.993,61.175,11.2,16.7,6,0,2.9
-149.092,61.596,10.8,17.2,5.6,0,4.7
-150.052,61.754,10.3,17,4,0,3.4
-142.904,61.437,8.3,17,-1,0.51,1.8
-146.248,61.134,9.9,16,4,0,2.1
-150.945,70.344,7.3,10,6,0,15.6
-142.995,62.402,9.2,14,4,0,6.7
-162.063,58.646,11.9,14.4,8.3,0,3.8
-159.775,62.188,13.1,20.5,5.5,0,4.3
-165.567,61.85,5.8,10,2.7,1.52,NA
-161.167,56.017,10.1,12,8,0,6.2
-162.266,55.116,10.4,16,7,0,8.2
-155.902,59.324,11.8,19.4,6.1,0,4.3
-157.373,56.311,11.2,17,8,0,3.4
-154.319,60.204,13.2,22,8,0,3.7
-157.15,61.717,12.6,22,9,0,0.4
-152.492,57.75,12,18.3,10,27.43,9.6
-151.478,59.645,9.8,15.6,6.1,0,2.6
-161.82,59.011,11.6,16.6,7.2,0,6
-160.367,59.067,12,20,6,0,7.1
-151.702,59.443,10.6,15,6.7,0,1.4
-151.002,70.212,7.1,9.4,5,0.25,13.2
1.183,49.383,13.5,18,9.7,5.84,6.7
-135.36,57.048,12.8,14,11.7,7.87,5.7
-134.575,58.355,10.3,11.7,9.4,10.41,5.4
-169.565,56.6,9,11.7,7.2,0,8.6
-133.9,56.967,12.6,16,11,0,7.7
-134.65,56.25,12.7,14,11,35.56,7.8
-161.224,64.37,11.6,14,6,0,7.4
-133.075,55.58,13.1,15.6,12,8.13,3.3
-157.267,59.733,10.4,20.5,2.7,4.83,5.1
-131.712,55.357,12.9,15,11.7,22.86,10.6
-131.57,55.043,12.3,13.3,11.7,20.32,9.3
-131.578,55.131,12.6,15,12,0,8.1
1.1,49.933,14.9,17.9,12.7,0.51,9.9
0.083,49.533,15.3,17.4,14,3.56,12.4
-161.022,66.818,10.7,17,6,2.03,6.8
2.517,49.25,14.4,19.4,10,1.27,7.1
4.033,49.3,14.9,20.4,9.9,4.83,6.2
-112.533,49.283,-5.4,-3.9,-6.7,0,NA
-94.983,74.717,1.1,6.4,-1.4,0,9
-124.467,61.25,13.7,20,4,0,2.4
-63.583,46.3,19.3,23,17,0,4.9
-124.4,51.667,13.5,28,2,0,2.6
-117.8,70.75,6.2,9,4.3,0,6.8
-66.8,44.717,17.7,22,10.7,41.4,8
-123.233,48.417,14.1,16,12,0,4.4
-121.617,55.683,15.4,21,5,0,3.5
-59.183,55.083,15.6,18,13,NA,15
-110.617,64.7,8.6,11,7,0,8.8
-123.433,65.2,14.8,17,12,0,5.5
-72.167,45.267,17.3,20,15,0,3.5
-100.05,51.1,19,26,7.7,1.52,4.2
-123.265,49.33,18.5,21,17,0,3.9
-101.683,54.683,18.8,24,13,0,6.1
-71.117,48.3,13.5,22.3,8.2,0,3
-64.3,44.35,19.5,22,18,0,10.3
-123.1,49.233,17.3,25.2,9.7,0,1.2
-139.833,67.567,12,19.6,6.7,1.78,NA
-140.2,69.2,8.8,12.3,4.1,0,15.7
-111.25,53.45,19.1,27.8,7.6,0.51,NA
-133.933,68.9,6.6,12,5,0,NA
-126.083,67.033,13,18,10,0,4.3
-4.15,48.517,14,17.5,10.9,0,6
-115.117,53,16.7,27.4,8.2,0,NA
-107.817,69.033,6.7,9.7,4.9,0,11.6
-117.167,58.617,13.7,22,3,0,1.2
-4.333,48.683,14.6,17.3,11.9,0,7.4
-108.417,55.833,19.3,24,15,0,6.4
-97.867,55.8,14.6,22.7,6.6,5.08,4.9
-100.083,68.317,4.4,6,2,0,NA
-104.467,67.717,20.1,29.4,7.1,0,8.2
-4.433,48.283,14.6,18.4,10,0,6.5
-68.517,70.483,5.6,7,4.9,NA,8.2
-66.817,68.467,3.1,5,2,0,5.5
-65.7,66.133,7.9,11,6,0,6.1
-61.383,66.65,2.7,6,1,0,11.8
-86.217,66.517,5.8,7,4,NA,2.6
-63.783,67.533,3.1,4.8,0.9,0,NA
-64.15,63.333,6.2,9.3,3.3,NA,NA
-87.667,56.017,12.2,20,7,0,4.6
-4.417,48.45,13.9,17.7,8.8,0,5.1
-131.817,53.25,14.3,16.8,12.1,0,5.9
-122.5,53.017,14.6,26,6,0,2.4
-122.05,52.183,16.2,27,6,0,2.2
-125.767,49.083,14.2,19,12,0,4.4
-131.8,53.25,14.5,16.7,11.8,2.79,8.3
-110.283,54.417,17.5,24.2,9,0,4.4
-114.117,53.55,18.6,26.5,10.6,0,3.2
-109.183,51.517,19.2,27,10.6,0.51,2.6
-104.017,53.333,17.8,26,10,0,7.5
-105.833,59.25,15.4,23.2,3.7,1.02,6.2
-94.65,53.85,16.8,24,11,0,4.7
-100.6,50.45,18.9,26,12.8,0,5.8
-94.367,49.783,19.1,24,14,0,4.2
-97.033,52.35,15.7,24,5,0,4.1
-4.017,48.75,16.1,20,13,0,9.1
-109.167,62.7,14.2,17,11,0,4.8
-75.733,44.383,18.2,25.4,11.4,0,NA
-113.717,61.917,13.8,17,12,0,6.9
-117.25,63.133,13.7,19,10,0,5.3
-130.217,67.167,13.9,20,8,0,2.9
-116.45,53.567,14.2,26.1,3.3,0,4.5
-80.033,45.333,18.8,26.7,15.4,0,3.6
-61.48,57.133,7.8,16,5.4,0,11.7
-58.35,54.72,11.2,16,9,0,13.2
-3.467,48.75,13.9,17.2,10.7,0,7.6
-59.317,47.717,-7,-5.6,-8.9,0,8.4
-64.099,53.567,11.8,15,8,7.11,7.1
-70.533,48.367,16.6,22.3,13.5,0,4.5
-68.2,49.133,13.4,18,8,NA,5.4
-69.717,48.133,15.8,21.5,12,0,8.6
-64.95,45.6,18.3,23.8,13.8,8.89,NA
-53.583,49.117,18.3,26,14,0,8.3
-59.15,47.567,-8.6,-7.8,-8.9,0,7.5
-72.917,46.183,18.8,24.3,15.6,0,18.6
-128.817,60.117,-12,-9.5,-15.6,0,4.8
-124.5,49.833,19.2,24,11,0,2.3
-113.35,50.283,19.2,27,11,0,6.3
-119.75,56.3,16.2,22,10,0,5.1
-111.483,49.483,21.1,30,14,0,6.7
-116.483,55.4,18,25,10,0,4.2
-112.25,53.183,17.8,25,8,0,5.5
-111.867,52.85,17,27.6,6.1,1.78,4.8
-117.45,56.967,14.3,22,5,0,3.2
-112.667,51.433,20.2,30.7,9.9,0,3.2
-112.867,53.683,16.3,26.5,6,0,1.7
-113.75,52.45,16.6,25.9,6.5,0,3.4
-112.767,49.7,21.1,32.3,11.9,0,6.5
-115.267,56.533,14.9,24,5,0,2.7
-52.783,47.517,18.4,25.1,11.8,0,5
-118.333,53.383,-12,-4.5,-18.9,0,1.8
-113.883,58.683,13.4,25.6,4.3,0.51,2.2
-111.55,57.033,18.4,27.2,10.6,0,6.6
-112.683,51.667,19,26,12,0,4.8
-84.517,46.483,15.9,23,8,0,5.3
-79.933,43.167,19.7,26.8,11.7,0,10.7
-63.517,44.633,19.4,24.7,14.6,5.84,5.2
-79.367,43.867,19.8,23,18,0,10.2
-112.8,49.633,20.5,31.8,9.3,0,8.5
-113.383,54.633,16.4,25.8,7.1,0,NA
-98.5,58.7,13.8,18,9.7,0,5.2
-111.267,54,17.7,23,8,0,4.7
-66.25,50.217,13.9,19,7.8,0,2.8
-112.833,54.783,16.3,24,7,0,5.4
-112.6,52.35,18.6,26,10,0,4.2
-123.133,55.283,14,20.2,5.6,0,4.5
-88.333,49.15,15.9,24.8,8.2,0,3.6
-102.467,51.267,17.6,25.2,9.2,0,4.3
-93.217,50.633,17.3,25,10.8,0,1.5
-79.9,43.283,20.5,26.5,12.9,0,3.8
-1.733,48.067,14.7,20.4,9.4,0,4
-122.667,53.883,13.4,22.1,5.1,0,1.7
-111.117,58.767,14.6,24.1,5.5,0.51,6.3
-78.067,58.467,9.8,12,7.5,2.54,10.7
-61.667,45.6,21,26.9,15.9,0,8.7
-64.233,45.75,19.4,25.3,12.2,3.3,6.4
-104,53.333,17.7,26,10,0,6.6
-63.6,50.283,15.2,21,9,NA,4.3
-112.017,54.767,16.5,25.9,7.7,0.76,4.2
-63.467,45.417,19.3,26.5,12.7,3.81,5.8
-111.45,52.067,17.9,28.6,8.9,0,5
-94.067,61.1,11.7,15.1,9.5,0.76,6.6
-63.417,44.617,-7.6,-6.7,-8.4,0,10.7
-63.667,44.75,-6.3,-3.9,-7.8,0,5.8
-98.5,58.717,13.1,17.7,8.8,0,3.8
-55.667,49.917,18.3,26.6,11.3,0,3.5
-64.016,67.55,4.7,6.5,2.8,NA,5
-110.35,51.383,19,28.7,9.2,0,6
-112.5,51.183,17.8,28.1,9.5,0,5.1
-112.3,49.8,21.3,28,12,0,6.1
-118.433,56.083,13.6,22,3.1,0,4
-63.167,46.35,19.9,25.8,13.8,0,7.1
-113.35,53.65,21.2,25,9,0,2.8
-80.417,43.65,-7.8,-6.2,-8.9,0,9.6
-113.6,52.433,18.3,23,13,0,6
-112.3,53.567,18.3,24,10,0,6
-62.317,82.5,-19.6,-19.5,-20,0,8.4
-96,64.316,-12.7,-11.2,-13.9,1.27,9
-110.583,53.667,17.8,26.9,6.3,0,3.2
-115.767,60.833,13.8,22.2,6.7,0,7.5
-133.517,68.317,10.3,18.4,5.8,0,7.5
-121.233,61.75,11.8,19.5,4.2,0,2.9
-80.383,43.467,18.9,26.8,10.7,0,9
-80.6,51.283,13.2,19,7.9,0,6
-56.067,48.967,18.7,27,11,0,4
-117.733,49.117,22.7,35.5,11.7,0,3.3
-57.1,51.017,16.8,18.8,13.8,0,17
-97.833,53.95,16.2,22.7,10.3,0,6.5
-63.267,51.867,13.3,20.6,8.5,0,5.5
-99.933,50.65,17.9,26,11,0.51,2.9
-95.6,49.017,17.6,25,10,0,2.5
2,48.767,14.6,19.1,10,1.52,3.8
-106.583,51.133,-7.3,-1.7,-11.2,0,4.2
-106.067,53.917,17.5,23.1,9.6,0,3.9
-125.267,72,2,4,0,0,8.5
-88.333,49.717,17.9,20,15,0,6.3
-127.467,52.183,17.1,20,14,0,5.4
-108.833,52.367,18.6,26.8,9.9,0,3.9
-102.433,65.099,7.2,12.5,2,1.02,6.4
-64.349,45.417,18.6,24,11.5,7.11,4.7
-71.25,46.033,15.1,22.7,9.8,12.45,9.1
-123.467,60.233,12.4,21.3,3.9,0,NA
2.433,48.967,15.6,19,12,3.3,5.9
-117.283,57.25,12.2,22.1,2.5,0.76,3.3
-106.55,52.15,17,22.2,8.2,0,7.2
-111.367,49.867,21.7,30,13,0,3.6
-70.533,50.667,12.7,17.6,10.4,0.25,8.1
-113.283,51.033,19.7,26,13,0,5.7
-92.733,49.817,18,25,11,0,4
2.683,48.617,15.8,20.1,12,4.32,5.3
-79.3,44.967,18.8,26.3,12.3,0.25,6.3
-112.683,49.483,21.2,28,13,0,6.1
-68.467,48.517,14.3,20.7,11.7,0,5.6
-113.883,50.183,19.3,26,12,0,8.8
-105.25,51.417,18,29,9,0,5.1
-63.5,44.633,18.9,30.7,5.6,0,4.8
-56.1,51.383,17.5,22.4,11.1,7.62,NA
-97.233,49,18.8,24.2,14.9,0,5
-114.467,52.55,16.8,23,9,0,5.9
-110.583,53.95,17.3,22,10,0,5.1
-125.983,50.45,13.8,17.6,10.4,0,16.7
2.533,49.017,15.6,19.1,12,3.05,7.5
-96.017,50.467,19.6,25.4,9.4,0,3.7
-80.55,42.867,20.9,27.5,11.6,0,5.4
-97.133,49.883,20.7,25.3,13.2,0,1.7
-93.583,69.55,6.2,9.5,2.7,0,10
-78.267,45.533,16.1,24.3,9.8,0,2.8
-68.317,47.417,15.1,25,8,1.27,2.6
-94.05,58.733,11.7,14.5,8.3,0,8.3
-81.15,43.017,19.6,27,12.5,0,NA
-77.317,45.95,18.2,25.8,11.5,0,7.3
-73.733,45.467,18.3,23,14,6.6,14.9
-75.55,45.517,18.2,22,16,0,11.1
-79.3,44.967,18.3,22,16,NA,6.8
-65.583,47.433,19.8,26.1,8.2,1.78,13.2
-123.7,49.45,18.4,25.5,11.8,0,2.5
-79.367,43.867,20.1,27.3,14.2,0,9
-83.35,47.817,16.3,22.6,6.5,0,4.2
-66.65,45.967,20.8,24,19,0,3.5
4.183,48.783,14.6,20,11,0,6.2
-89.333,48.367,16,25,7,0,3.9
-121.267,50.7,24.4,34.6,13.6,0,2.2
-123.117,50.15,16.8,27,10,0,1.8
-68.2,49.116,13.3,21.4,6.7,0,4.7
-79.4,45.133,17.9,25.9,11.3,0,5.6
-87.933,52.2,13.4,20,6,0,2.8
-67.833,47.15,16.3,24.9,12.1,2.54,2.4
-63.133,46.283,20.3,25.5,13.9,0.25,7.6
-71.367,46.783,17.2,24.8,10.6,1.52,8.7
-69.55,47.8,14.6,17.9,11,0,7
-71.5,46.9,16.6,20,14,NA,4.8
-68.217,48.6,15.6,22.9,11.6,0,6.5
-64.5,48.017,16.3,25.3,9.8,0.25,8.2
-80.8,46.617,16.5,24.3,10.7,0,8.1
-79.433,46.35,16,25,11.5,0,9.6
-79.033,48.25,14.5,20.6,7.9,0,4.9
-114,49.517,19.9,29.5,7.2,0,NA
-94.767,49.467,20.3,27,15,0,2.8
-60.983,46.367,-7.4,-3.9,-10.6,0,NA
-57.917,48.933,-6.7,-3.9,-8.9,0,3.8
-120.45,50.7,22.5,33,13,0,2.8
-54.567,48.933,19.4,26,15,0,8.5
-72.983,57.917,9.6,13.2,7.5,0.51,8.7
-65.467,47.017,18.6,27.3,11.4,1.27,4.5
-97.05,50.633,15.3,25.5,7,0,1.5
-89.317,48.367,16.4,25,7,0.51,4.1
-63.05,45.233,19.4,27.7,12.9,0.25,5.4
-128.15,52.167,15.4,19,12,NA,3.4
-60.05,46.167,19.2,26,15,0,7.4
-135.083,60.717,9.1,14,5.3,0,3.8
-122.5,53.033,14.7,25,5.5,0,1.7
6.217,48.683,15.3,20.6,10.2,5.33,4.5
-53.067,46.65,14.8,23,11,0,7.7
-56.167,46.767,15.7,18.2,14,0.25,6.5
-55.667,49.917,18.8,26,14,0,4.1
-57.183,51.45,14.2,17.2,9.5,0.51,7.3
-57.4,49.217,19.3,25.8,10.1,0,5.1
5.967,48.583,14.6,20,9.8,3.81,5.7
-61.8,50.183,16.6,22.5,8.1,0,6.3
-56.1,51.383,17.1,22.1,11.1,0,12.4
-76.6,43.267,19.4,23.9,12.8,0,11
-74.533,49.767,11.2,16,4,0,5.1
-74.983,49.817,10.2,19.6,1.9,0.51,2.4
-65.717,66.15,8,11,6,2.29,5.9
-82.467,49.417,14.6,21.5,6.9,0.25,2.1
-80.217,43.55,18.6,26.7,10,0,7
-86.933,49.783,15.6,22.2,7.8,0,2.7
-90.217,51.433,-8.9,-5.6,-12.8,0,2.8
-113.117,49.367,-6.2,-3.4,-9.5,0,NA
-82.9,42.033,20.1,24,15,0,6.4
-90.717,63.333,11.8,13,10,NA,8.7
-78.15,60.817,9.8,11,9,0,12.3
-112.867,50.3,20.2,25,15,0,NA
-97.233,49.917,19.6,25.8,7.4,0,6.5
-94.367,49.783,8.6,17.1,4,0,8.2
-98.267,49.9,19.4,25.4,9.7,1.52,2.4
-98.267,49.9,20.2,28,15,0,3
-100.05,51.1,19.1,28,12,NA,3.9
-102.683,50.383,19.3,27,11.5,0,5.5
-102.967,49.217,21.3,29,14.2,5.08,4
-105.55,50.333,29,30,27,0,2.8
-101.1,53.967,18,25,12,0,5.9
-102.317,52.817,16.6,26.1,9.6,0,4.8
-105.667,53.217,18.4,24.7,10.1,0,5.2
-107.683,50.3,19.6,30,13,0,6.9
-110.717,50.017,21.4,32,11,0,3.7
-112.8,49.633,19.8,31,13,0,7.9
-108.25,52.767,18.2,26.4,8.7,0,7.9
-113.517,53.567,18.6,27.3,11.2,0.51,5
-116.467,53.583,14.9,24,4,0,3.8
-118.183,50.967,18.3,30.3,10.9,0,2.8
-119.3,52.133,18.2,29,3,0,2.1
-117.633,49.3,23.9,35,10,0,2.5
-120.517,49.467,21.4,33,7,0,1.4
-120.45,50.7,23,33.1,12.4,0,3.1
-111.083,52.817,19.8,28,11,0,4.2
-123.867,49.05,21.7,27,13,0,3.9
